,spp.num,alpha.code,name,spp,order
1107,7491,SIAC,Siberian Accentor,Prunella montanella,870
1108,7510,BGGN,Blue-gray Gnatcatcher,Polioptila caerulea,783
1109,7520,BTGN,Black-tailed Gnatcatcher,Polioptila melanura,786
1110,7530,CAGN,California Gnatcatcher,Polioptila californica,784
1111,7531,BCGN,Black-capped Gnatcatcher,Polioptila nigriceps,787
1112,7532,BACG,Baja Gnatcatcher,Polioptila californica,785
1113,7540,TOSO,Townsend's Solitaire,Myadestes townsendi,821
1114,7541,OMAO,Omao,Myadestes obscurus,825
1115,7542,PUAI,Puaiohi,Myadestes palmeri,826
1116,7543,KAMA,Kamao,Myadestes myadestinus,823
1117,7545,OLOM,Olomao,Myadestes lanaiensis,824
1118,7550,WOTH,Wood Thrush,Hylocichla mustelina,834
1119,7560,VEER,Veery,Catharus fuscescens,828
1120,7570,GCTH,Gray-cheeked Thrush,Catharus minimus,829
1121,7571,BITH,Bicknell's Thrush,Catharus bicknelli,830
1122,7579,GCBT,Unidentified Gray-cheeked/Bicknell's Thrush,hybrid,831
1123,7580,SWTH,Swainson's Thrush,Catharus ustulatus,832
1124,7590,HETH,Hermit Thrush,Catharus guttatus,833
1125,7600,REDW,Redwing,Turdus iliacus,838
1126,7610,AMRO,American Robin,Turdus migratorius,842
1127,7612,FIEL,Fieldfare,Turdus pilaris,837
1128,7613,EYTH,Eyebrowed Thrush,Turdus obscurus,835
1129,7614,DUTH,Dusky Thrush,Turdus naumanni,836
1130,7621,CCTH,Clay-colored Thrush,Turdus grayi,839
1131,7622,RBRO,Rufous-backed Robin,Turdus rufopalliatus,841
1132,7623,RLTH,Red-legged Thrush,Turdus plumbeus,844
1133,7630,VATH,Varied Thrush,Ixoreus naevius,845
1134,7631,AZTH,Aztec Thrush,Ridgwayia pinicola,846
1135,7640,BLUE,Bluethroat,Luscinia svecica,813
1136,7641,SIRU,Siberian Rubythroat,Luscinia calliope,812
1137,7642,RFBL,Red-flanked Bluetail,Tarsiger cyanurus,814
1138,7650,NOWH,Northern Wheatear,Oenanthe oenanthe,816
1139,7660,EABL,Eastern Bluebird,Sialia sialis,817
1140,7670,WEBL,Western Bluebird,Sialia mexicana,818
1141,7676,HYBL,Hybrid Western/Mountain Bluebird,hybrid,820
1142,7680,MOBL,Mountain Bluebird,Sialia currucoides,819
1143,7690,WRSH,White-rumped Shama,Copsychus malabaricus,811
1144,7700,HAEL,Hawaii Elepaio,Chasiempis sandwichensis,735
1145,7701,OAEL,Oahu Elepaio,Chasiempis ibidis,734
1146,7702,KAEL,Kauai Elepaio,Chasiempis sclateri,733
1147,7710,TAFL,Taiga Flycatcher,Ficedula albicilla,815
1148,7720,DSFL,Dark-sided Flycatcher,Muscicapa sibirica,810
1149,7730,GSFL,Gray-streaked Flycatcher,Muscicapa griseisticta,809
1150,7740,LAFI,Laysan Finch,Telespiza cantans,1117
1151,7750,NIFI,Nihoa Finch,Telespiza ultima,1118
1152,7760,OU,Ou,Psittirostra psittacea,1119
1153,7770,PALI,Palila,Loxioides bailleui,1120
1154,7810,MAPA,Maui Parrotbill,Pseudonestor xanthophrys,1121
1155,7820,HAAM,Hawaii Amakihi,Chlorodrepanis virens,1122
1156,7821,OAAM,Oahu Amakihi,Chlorodrepanis flava,1123
1157,7830,KAAM,Kauai Amakihi,Chlorodrepanis stejnegeri,1124
1158,7840,ANIA,Anianiau,Magumma parva,1128
1159,7870,GREA,Greater Akialoa,Akialoa ellisianus,1125
1160,7880,NUKU,Nukupuu,Hemignathus lucidus,1126
1161,7890,AKIP,Akiapolaau,Hemignathus munroi,1127
1162,7900,AKIK,Akikiki,Oreomystis bairdi,1129
1163,7910,HCRE,Hawaii Creeper,Loxops mana,1133
1164,7920,MAAL,Maui Alauahio,Paroreomyza montana,1132
1165,7930,KAKA,Kakawahie,Paroreomyza flammea,1131
1166,7940,OAAL,Oahu Alauahio,Paroreomyza maculata,1130
1167,7950,AKEP,Akepa,Loxops coccineus,1135
1168,7960,AKEK,Akekee,Loxops caeruleirostris,1134
1169,7980,IIWI,Iiwi,Drepanis coccinea,1136
1170,8010,AKOH,Akohekohe,Palmeria dolei,1137
1171,8020,APAP,Apapane,Himatione sanguinea,1138
1172,8040,POUL,Poo-uli,Melamprosops phaeosoma,1139
1173,8041,NRBI,Northern Red Bishop,Euplectes franciscanus,1163
1174,8042,YCBI,Yellow-crowned Bishop,Euplectes afer,1162
1175,8050,RCCO,Red-cheeked Cordonbleu,Uraeginthus bengalus,1164
1176,8060,LAVW,Lavender Waxbill,Estrilda caerulescens,1165
1177,8070,ORAW,Orange-cheeked Waxbill,Estrilda melpoda,1166
1178,8080,BRWX,Black-rumped Waxbill,Estrilda troglodytes,1167
1179,8081,COMW,Common Waxbill,Estrilda astrild,1168
1180,8090,REAV,Red Avadavat,Amandava amandava,1169
1181,8100,AFSI,African Silverbill,Euodice cantans,1171
1182,8101,BRMA,Bronze Mannikin,Spermestes cucullata,1170
1183,8110,SBMU,Scaly-breasted Munia,Lonchura punctulata,1173
1184,8120,TRMU,Tricolored Munia,Lonchura malacca,1174
1185,8130,JAVS,Java Sparrow,Lonchura oryzivora,1172
1186,8131,PTWH,Pin-tailed Whydah,Vidua macroura,1175
1187,8501,KIPE,King Penguin,Aptenodytes patagonicus,100
1188,8502,EMPE,Emperor Penguin,Aptenodytes forsteri,101
1189,8503,GEPE,Gentoo Penguin,Pygoscelis papua,102
1190,8504,ADPE,Adelie Penguin,Pygoscelis adeliae,103
1191,8505,CHPE,Chinstrap Penguin,Pygoscelis antarcticus,104
1192,8506,VIPE,Victoria Penguin,Eudyptes pachyrynchus,105
1193,8508,ROCP,Rockhopper Penguin,Eudyptes chrysocome,106
1194,8509,ROYP,Royal Penguin,Eudyptes schlegeli,107
1195,8510,MACP,Macaroni Penguin,Eudyptes chrysolophus,108
1196,8512,FAPE,Fairy Penguin,Eudyptula minor,109
1197,8514,AFPE,African Penguin,Spheniscus demersus,110
1198,8515,HUPE,Humboldt Penguin,Spheniscus humboldti,112
1199,8516,MAGP,Magellanic Penguin,Spheniscus magellanicus,111
1200,8517,GALP,Galapagos Penguin,Spheniscus mendiculus,113
1201,8519,ROAL,Royal Albatross,Diomedea epomophora,128
1202,8521,BUAL,Buller's Albatross,Thalassarche bulleri,119
1203,8522,GHAL,Gray-headed Albatross,Thalassarche chrysostoma,118
1204,8523,SOAL,Sooty Albatross,Phoebetria fusca,129
1205,8524,LMSA,Light-mantled Albatross,Phoebetria palpebrata,117
1206,8525,SGPE,Southern Giant Petrel,Macronectes giganteus,121
1207,8526,SOFU,Southern Fulmar,Fulmarus glacialoides,131
1208,8527,BLPE,Blue Petrel,Halobaena caerulea,135
1209,8528,BBPR,Broad-billed Prion,Pachyptila vittata,136
1210,8529,DOPR,Dove Prion,Pachyptila desolata,137
1211,8530,TBPR,Thin-billed Prion,Pachyptila belcheri,138
1212,8531,FAPR,Fairy Prion,Pachyptila turtur,139
1213,8532,ANPE,Antarctic Petrel,Thalassoica antarctica,132
1214,8533,WCPE,White-chinned Petrel,Procellaria aequinoctialis,153
1215,8536,KEPE,Kerguelen Petrel,Lugensa brevirostris,140
1216,8537,SNPE,Snow Petrel,Pagodroma nivea,134
1217,8538,GBSP,Gray-backed Storm-Petrel,Garrodia nereis,172
1218,8541,BECO,Blue-eyed Cormorant,Leucocarbo atriceps,203
1219,8543,SNSH,Snowy Sheathbill,Chionis alba,303
1220,8544,LESH,Lesser Sheathbill,Chionis minor,304
1221,8546,SBBG,Southern Black-backed Gull,Larus dominicanus,416
1222,8548,ANTE,Antarctic Tern,Sterna vittata,441
1223,8549,KETE,Kerguelen Tern,Sterna virgata,442
1224,8552,HYSK,Hybrid Skua,hybrid,362
1225,8553,NGPE,Northern Giant Petrel,Macronectes halli,122
1226,8554,BRSK,Brown Skua,Stercorarius antarctica,361
1227,8560,TIMO,Tinian Monarch,Monarcha takatsukasae,709
1228,8570,MARC,Mariana Crow,Corvus kubaryi,723
1229,8580,GUSW,Guam Swiftlet,Aerodramus bartschi,529
1230,8590,NIRW,Nightingale Reed Warbler,Acrocephalus luscinia,803
1231,8600,MIME,Micronesian Megapode,Megapodius laperouse,85
1232,8610,WRSW,White-rumped Swiftlet,Aerodramus spodiopygia,528
1233,8620,PCFD,Purple-capped Fruit Dove,Ptilinopus porphyraceus,469
1234,8630,COLK,Collared Kingfisher,Todiramphus chloris,567
1235,8640,SAST,Samoan Starling,Aplonis atrifusca,863
1236,8650,POST,Polynesian Starling,Aplonis tabuensis,862
1237,8660,CAHO,Cardinal Honeyeater,Myzomela cardinalis,680
1238,8670,WAHO,Wattled Honeyeater,Foulehaio carunculatus,681
1239,8680,MIHO,Micronesian Honeyeater,Myzomela rubratra,682
1240,8690,RUFA,Rufous Fantail,Rhipidura rufifrons,707
1241,8691,FISH,Fiji Shrikebill,Clytorhynchus vitiensis,708
1242,8700,BRWE,Bridled White-eye,Zosterops conspicillatus,807
1243,8710,GOWE,Golden White-eye,Cleptornis marchei,805
1244,8720,MIST,Micronesian Starling,Aplonis opaca,861
1245,8740,BLDR,Black Drongo,Dicrurus macrocercus,706
1246,8750,LTCU,Long-tailed Cuckoo,Eudynamys taitensis,485
1247,8760,MCFD,Many-colored Fruit Dove,Ptilinopus perousii,468
1248,8770,PAPI,Pacific Pigeon,Ducula pacifica,471
1249,8780,SHGD,Shy Ground Dove,Gallicolumba stairi,467
1250,8790,MICK,Micronesian Kingfisher,Todiramphus cinnamominus,568
1251,8791,GMKI,Guam Micronesian Kingfisher,Todiramphus cinnamominus cinnamominus,569
1252,8800,MASW,Mariana Swiftlet,Aerodramus bartschi,530
1253,8810,ROWE,Rota White-eye,Zosterops rotensis,806
1254,9067,ANMA,Antillean Mango,Anthracothorax dominicus,534
1255,9071,STTL,Streamertail,Trochilus polytmus,561
1256,9081,JATO,Jamaican Tody,Todus todus,565
1257,9094,SAFL,Sad Flycatcher,Myiarchus barbirostris,657
1258,9099,YBEL,Yellow-bellied Elaenia,Elaenia flavogaster,628
1259,9101,GAEL,Greater Antillean Elaenia,Elaenia fallax,629
1260,9102,JAEL,Jamaican Elaenia,Myiopagis cotta,625
1261,9107,JACR,Jamaican Crow,Corvus jamaicensis,727
1262,9109,SHWR,Southern House Wren,Troglodytes aedon musculus,775
1263,9116,BRTR,Brown Trembler,Cinclocerthia ruficauda,849
1264,9120,WETH,White-eyed Thrush,Turdus jamaicensis,840
1265,9122,WCTH,White-chinned Thrush,Turdus aurantius,843
1266,9127,RTSO,Rufous-throated Solitaire,Myadestes genibarbis,822
1267,9130,TBVI,Thick-billed Vireo,Vireo crassirostris,688
1268,9132,JAVI,Jamaican Vireo,Vireo modestus,689
1269,9138,OLIW,Olive-capped Warbler,Setophaga pityophila,935
1270,9141,ARRW,Arrowhead Warbler,Setophaga pharetra,918
1271,9145,BAYE,Bahama Yellowthroat,Geothlypis rostrata,915
1272,9151,ORAN,Orangequit,Euneornis campestris,981
1273,9153,JAEU,Jamaican Euphonia,Euphonia jamaica,1110
1274,9166,VETR,Venezuelan Troupial,Icterus icterus,1098
1275,9169,JAOR,Jamaican Oriole,Icterus leucopteryx,1102
1276,9176,YSGR,Yellow-shouldered Grassquit,Loxipasser anoxanthus,977
1277,9178,GABU,Greater Antillean Bullfinch,Loxigilla violacea,979
1278,9182,YBSE,Yellow-bellied Seedeater,Sporophila nigricollis,973
1279,9184,BBGR,Blue-black Grassquit,Volatinia jacarina,971
1280,9986,HYNO,Hybrid Nonpasserine,hybrid,601
1281,9996,HYPA,Hybrid Passerine,hybrid,602
